Player,eff_s1,eff_s2,eff_s3,eff_delta,trajectory_type,position,team_s3,age_s3,wage_s1,wage_s3
Marcão,0.8393907324152199,0.6920015000018989,0.4862855041293095,-0.3531052282859104,Persistent Overvalued,Defenders,Sevilla,28,4380000,4380000
Marin Pongračić,1.4241586298613793,0.8651918378059591,0.1698328081710105,-1.2543258216903688,Rising Star,Defenders,Fiorentina,26,2500000,2690000
Mario Gila,-0.2499366922562433,-0.7530872634217385,-0.4434540985143389,-0.19351740625809563,Other,Defenders,Lazio,23,640000,1280000
Mario Götze,0.4016848739705292,0.3997162669954992,0.5230184481913369,0.1213335742208077,Persistent Overvalued,Midfielders,Eintracht Frankfurt,32,3500000,3500000
Mario Pašalić,0.0850904324140859,-0.2334837251606121,-0.2936824696236364,-0.3787729020377223,Other,Midfielders,Atalanta,29,1850000,1850000
Marius Bülter,-0.2655523403858097,0.0030181523974004,-0.2677954871934354,-0.002243146807625662,Other,Midfielders,Hoffenheim,31,2040000,2100000
Marius Wolf,-0.0824282011518686,-0.1675605904438253,0.3775710576897939,0.4599992588416625,Wage Trap,Midfielders,Augsburg,29,3300000,2080000
Mark Flekken,-1.0461583948589972,-0.4090313281376865,-0.3019795869820427,0.7441788078769545,Wage Trap,Goalkeepers,Brentford,31,350000,1848205
Mark Travers,0.6806897890827006,0.183738470553882,0.4920473545603876,-0.188642434522313,Other,Goalkeepers,Bournemouth,25,1208866,1232137
Marko Arnautović,0.5542362922363715,-0.4037780572213343,-0.4966106555905387,-1.0508469478269102,Rising Star,Forwards,Inter,35,3460000,4490000
Marko Dmitrović,-0.3866953297693669,-0.4479429085856203,-0.4780246756636064,-0.09132934589423952,Persistent Bargain,Goalkeepers,Leganés,32,1260000,520000
Marquinhos,0.3880650379067099,0.5555458978169305,0.4486709754452995,0.060605937538589616,Persistent Overvalued,Defenders,Paris Saint-Germain,30,14400000,16800000
Marten de Roon,-0.175481985647071,-0.1303608406777225,-0.2159952026710492,-0.040513217023978226,Other,Midfielders,Atalanta,33,1850000,1850000
Martin Erlic,-0.8905082616557163,-1.1178377064466911,-0.0311147556258966,0.8593935060298197,Wage Trap,Defenders,Bologna,26,280000,930000
Martin Terrier,0.5068733350335162,0.2741915412434839,-0.0191505981965605,-0.5260239332300767,Rising Star,Midfielders,Leverkusen,27,3000000,3400000
Martin Valjent,-0.056010065636352,-0.1894587052319956,-0.3653412752931366,-0.3093312096567846,Other,Defenders,Mallorca,28,700000,700000
Martin Ødegaard,0.0295964743120187,0.5575056994403429,0.4877113765495124,0.45811490223749374,Wage Trap,Midfielders,Arsenal,25,6950980,14785644
Martín Zubimendi,0.7980310557004557,0.5655239993381702,0.3629463479010919,-0.4350847077993638,Rising Star,Midfielders,Real Sociedad,25,3000000,3000000
Marvin Ducksch,0.1860712651633189,-0.2077113172530964,0.3095090794120807,0.12343781424876182,Other,Forwards,Werder Bremen,30,2470000,2260000
Marvin Friedrich,-0.0650121451046832,-0.1208577732143485,-0.1741632223521136,-0.1091510772474304,Stable / Fair,Defenders,Gladbach,28,1750000,2000000
Mason Mount,-0.287808543084763,1.2606848822461585,0.8037144011629511,1.0915229442477141,Wage Trap,Midfielders,Manchester Utd,25,4835464,15401712
Mateo Kovačić,-0.5757842002520945,-0.0496554434824929,-0.4814160019627884,0.09436819828930615,Other,Midfielders,Manchester City,30,6044330,9241027
Mathias Jensen,0.3630795666010034,0.2793200261536661,0.2687070144873686,-0.09437255211363477,Other,Midfielders,Brentford,28,3022165,3080342
Mathias Pereira Lage,-0.0197031659539046,-0.3708870800695703,-0.5414905401812948,-0.5217873742273902,Rising Star,Midfielders,Brest,27,510000,510000
Mathías Olivera,0.1028231918217894,-0.1728126784000814,-0.4596376412740461,-0.5624608330958355,Rising Star,Defenders,Napoli,26,1920000,1920000
Mats Hummels,0.7936865951244858,0.4007224130046616,-0.0714866800845346,-0.8651732752090204,Rising Star,Defenders,Roma,35,10000000,3700000
Matteo Cancellieri,0.5111530288639905,1.2319411773114002,0.6565527437128225,0.14539971484883196,Persistent Overvalued,Midfielders,Parma,22,1850000,1480000
Matteo Darmian,-0.3657933515952773,-0.531158934362276,-0.4590918827175105,-0.09329853112223319,Persistent Bargain,Midfielders,Inter,34,3210000,3210000
Matteo Pessina,0.5697400412420599,0.2572448968166068,0.4950054844597353,-0.0747345567823246,Other,Midfielders,Monza,27,1480000,1480000
Matteo Politano,0.0781003838156966,-0.4107312486353898,-0.1013633888827243,-0.1794637726984209,Other,Forwards,Napoli,30,4070000,5930000
Matteo Ruggeri,-1.8800540358241449,-1.615022597172418,0.080015053304379,1.960069089128524,Wage Trap,Midfielders,Atalanta,22,70000,930000
Matthijs de Ligt,1.0196166486217637,0.8844576059410691,0.4510506847925519,-0.5685659638292118,Rising Star,Defenders,Manchester Utd,24,16000000,12013336
Mattia Perin,0.2276889838798172,0.1214937693794677,0.2878090150858909,0.060120031206073704,Other,Goalkeepers,Juventus,31,2780000,2780000
Mattia Viti,0.8473540827004165,0.5701563501478599,0.2960524253855308,-0.5513016573148857,Rising Star,Defenders,Empoli,22,600000,650000
Mattia Zaccagni,-0.032141319371286,0.0274896686578571,-0.029908511380265,0.0022328079910209978,Stable / Fair,Midfielders,Lazio,29,3700000,5560000
Mattias Svanberg,0.4733476840640787,0.2613289528120504,0.1308917464095209,-0.3424559376545578,Other,Midfielders,Wolfsburg,25,2830000,2830000
Matías Vecino,0.0655187047456511,-0.1550295150687137,-0.1916195653830268,-0.2571382701286779,Stable / Fair,Midfielders,Lazio,32,3520000,3330000
Mauro Arambarri,0.6738635863408167,1.067676244030876,0.4484838592151412,-0.22537972712567544,Persistent Overvalued,Midfielders,Getafe,28,1530000,2520000
Maxence Lacroix,-1.4141760803587893,1.1278380534030088,-0.1713959966581768,1.2427800837006124,Wage Trap,Defenders,Crystal Palace,24,190000,3080342
Maxim Leitsch,0.2193036174049805,0.0653928225242452,-0.1985033396286741,-0.4178069570336546,Rising Star,Defenders,Mainz 05,26,940000,960000
Maximilian Arnold,0.4282423214531157,0.3236756275970371,0.1893771063765843,-0.23886521507653138,Other,Midfielders,Wolfsburg,30,5500000,5500000
Maximilian Bauer,-0.2558631369214428,-0.31287086827483,-0.4334845651951475,-0.1776214282737047,Other,Defenders,Augsburg,24,300000,300000
Maximilian Eggestein,0.3730825090335852,0.267561707815064,0.1235952064310108,-0.2494873026025744,Other,Midfielders,Freiburg,27,740000,960000
Maximilian Mittelstädt,0.347260549930505,-0.1414215420761451,0.3076536207180904,-0.0396069292124146,Other,Midfielders,Stuttgart,27,990000,1890000
Maximiliano Caufriez,0.4858279680513728,0.3564231501134305,-1.125275398004371,-1.611103366055744,Rising Star,Defenders,Valencia,27,530000,530000
Melvin Bard,-0.7873292633821247,-1.1465535339838304,0.3935744558423018,1.1809037192244265,Wage Trap,Midfielders,Nice,23,200000,1090000
Michael Gregoritsch,0.3492998919995731,0.2098843667625871,0.4180208074416143,0.06872091544204117,Other,Forwards,Freiburg,30,1140000,1140000
Michael Keane,0.1064101016619343,0.002359860729463,-0.15149640085993,-0.2579065025218643,Stable / Fair,Defenders,Everton,31,4835464,4928548
Michael Olise,0.4748149847630269,0.8459992341312503,0.1009686678899584,-0.3738463168730685,Other,Midfielders,Bayern Munich,22,2719949,13500000
Michael Zetterer,-0.652786009770308,-2.009954230081032,-0.5406734011808378,0.11211260858947014,Persistent Bargain,Goalkeepers,Werder Bremen,29,150000,780000
Michail Antonio,-0.1233503268177393,-0.1893571524117607,-0.1039195406542194,0.019430786163519898,Stable / Fair,Forwards,West Ham United,34,5137681,5236582
Michel Aebischer,-0.5471895505385103,-0.8998104365833068,-0.3736793648424505,0.17351018569605975,Persistent Bargain,Midfielders,Bologna,27,640000,1030000
Michel Ndary Adopo,-1.5581411237327742,-0.335429682410167,-0.2796531858771605,1.2784879378556138,Wage Trap,Midfielders,Cagliari,24,110000,650000
Michele Di Gregorio,-0.6963784764914944,0.4268868305486091,-0.0332607490220873,0.6631177274694071,Wage Trap,Goalkeepers,Juventus,27,830000,3700000
Micky van de Ven,-0.6652018252022707,-0.1383234776170834,-0.2472219890041795,0.4179798361980912,Wage Trap,Defenders,Tottenham Hotspur,23,420000,3080342
Miguel Almirón,-0.6304076663536264,-0.5746094194645384,-0.5004280781813044,0.12997958817232202,Persistent Bargain,Forwards,Newcastle United,30,3626598,3696411
Miguel Gutiérrez,-0.1542925315933931,-0.552590988763086,-0.6643730660842273,-0.5100805344908342,Rising Star,Midfielders,Girona,23,330000,330000
Mike Maignan,0.532241328266208,0.1056651067531699,-0.0075235844300731,-0.539764912696281,Rising Star,Goalkeepers,Milan,29,3590000,3590000
Mikel Merino,0.4502192067945625,0.2801791353616885,-0.2461471197275546,-0.6963663265221172,Rising Star,Midfielders,Arsenal,28,3200000,8008890
Mikel Oyarzabal,0.4691838297535078,0.2540083294210049,0.3216119104867712,-0.14757191926673663,Other,Forwards,Real Sociedad,27,2200000,3600000
Mikel Vesga,-0.7898074094045029,-0.0739116068819836,-0.0315695565775868,0.7582378528269161,Wage Trap,Midfielders,Athletic Club,31,1000000,2080000
Mikkel Damsgaard,0.7004046529373067,0.4435734970579119,-0.1218308934580019,-0.8222355463953086,Rising Star,Midfielders,Brentford,24,1813299,1848205
Milan Škriniar,0.3584025342951111,0.6169742882340259,0.6995573554808097,0.34115482118569856,Persistent Overvalued,Defenders,Paris Saint-Germain,29,5560000,16360000
Mile Svilar,0.6036585842476399,0.1734242112473651,-0.6953396063144375,-1.2989981905620773,Rising Star,Goalkeepers,Roma,24,1280000,1280000
Miloš Veljković,0.1009267651580962,0.2296407935064106,0.2054956711879327,0.10456890602983648,Other,Defenders,Werder Bremen,28,920000,1200000
Mitchell Weiser,0.5197069321106298,0.3012119631962484,0.1480977259386424,-0.3716092061719874,Other,Midfielders,Werder Bremen,30,1980000,1980000
Mohamed Lamine Bayo,-0.6803169081983125,0.2511010832726086,-0.1426339416980031,0.5376829665003093,Wage Trap,Forwards,Lille,26,720000,1800000
Mohamed Salah,-0.0254560828969374,-0.0239109703340503,0.1772121614888178,0.2026682443857552,Stable / Fair,Midfielders,Liverpool,32,21155156,21562397
Mohammed Salisu,0.1408121420046715,0.5025989710606833,0.2727141070695431,0.1319019650648716,Other,Defenders,Monaco,25,1511083,3100000
Moi Gómez,0.3082944166631574,-0.0335533381252783,0.1085674229294646,-0.1997269937336928,Other,Midfielders,Osasuna,30,1150000,900000
Moise Kean,-0.0684123105520519,-0.003214031937551,-0.7262649578111677,-0.6578526472591159,Rising Star,Forwards,Fiorentina,24,3850000,2820000
Moisés Caicedo,1.066095256026074,0.5066694619097714,0.2529442026939641,-0.8131510533321098,Rising Star,Midfielders,Chelsea,22,3626598,9241027
Morten Thorsby,0.2303635680980349,-0.2038950548110421,-0.3869987591900461,-0.617362327288081,Rising Star,Midfielders,Genoa,28,1040000,1040000
Moses Simon,0.4403220193159622,0.506503423949674,0.2713522662638201,-0.16896975305214212,Other,Forwards,Nantes,29,1800000,2400000
Mostafa Mohamed,0.2099917807426958,-0.1716902465710337,0.5087127051082359,0.29872092436554004,Other,Forwards,Nantes,26,1770000,1770000
Mouctar Diakhaby,-0.7328935515370336,0.862999851725494,0.6893475696631217,1.4222411212001553,Wage Trap,Defenders,Valencia,27,800000,4000000
Moussa Diarra,-1.0298947657766444,-0.8409665203237324,-0.0248019704124509,1.0050927953641935,Wage Trap,Defenders,Alavés,23,70000,350000
Moussa Niakhate,0.2033573193946534,0.0202504548328175,0.6541840677446373,0.45082674834998393,Wage Trap,Defenders,Lyon,28,2719949,4550000
Mykhailo Mudryk,0.3346404874583282,-0.0713173432342344,0.049162534142269,-0.2854779533160592,Other,Midfielders,Chelsea,23,6044330,6160685
Mërgim Vojvoda,-0.6731582690149107,-0.4613967407780812,-0.7918606860303203,-0.11870241701540962,Persistent Bargain,Midfielders,Torino,29,900000,900000
Nabil Bentaleb,0.2956878852926046,-0.4269070701781228,-0.2778311418546479,-0.5735190271472526,Rising Star,Midfielders,Lille,29,780000,1000000
Nahuel Molina,-0.82435490029963,-0.8599435632494536,-1.0030093202333177,-0.1786544199336877,Persistent Bargain,Defenders,Atlético Madrid,26,1200000,1200000
Nathan Aké,-0.518648822833466,-0.1253659009139553,-0.0608025828154517,0.4578462400180143,Wage Trap,Defenders,Manchester City,29,5439897,9857096
Nathan Patterson,0.2941852714118393,0.0490038734539641,-0.1095775991475509,-0.4037628705593902,Rising Star,Defenders,Everton,22,1692412,1724992
Nathaniel Clyne,0.1378176703399063,0.1251444006746549,-0.2507302631489505,-0.38854793348885686,Other,Midfielders,Crystal Palace,33,4835464,3080342
Nayef Aguerd,0.0230306456276387,-0.1703988725479686,0.4358687198193678,0.41283807419172913,Wage Trap,Defenders,Real Sociedad,28,3022165,3000000
Neco Williams,0.978507537992236,0.8222769413911681,0.3959723996709741,-0.5825351383212619,Rising Star,Midfielders,Nottingham Forest,23,3022165,3080342
Nelson Weiper,0.7704600019586181,0.4411482050114088,-0.4335135852647092,-1.2039735872233273,Rising Star,Forwards,Mainz 05,19,360000,360000
Nemanja Gudelj,0.4056473651927668,0.1281053319853775,-0.0154218490315578,-0.4210692142243246,Rising Star,Midfielders,Sevilla,32,5600000,4100000
Nick Pope,-0.4445884167408547,-0.0099858522569249,-0.380075129110077,0.06451328763077768,Other,Goalkeepers,Newcastle United,32,3626598,3696411
Nico Elvedi,-0.2689447646862941,0.3511331986358108,0.2926531501399889,0.561597914826283,Wage Trap,Defenders,Gladbach,27,1600000,3500000
Nico Schlotterbeck,0.8273485343540568,0.4931051222349421,0.4222305905303614,-0.40511794382369537,Rising Star,Defenders,Dortmund,24,4720000,4720000
Nico Williams,1.4962844934816566,2.217566719714446,2.0557956030178115,0.5595111095361549,Wage Trap,Midfielders,Athletic Club,22,3500000,10420000
Nicolas Höfler,0.0429823233775898,0.0232570414145083,0.3541758157284693,0.3111934923508795,Other,Midfielders,Freiburg,34,900000,900000
Nicolas Jackson,-1.0455147432670877,-0.831235187829801,-0.6685565090897931,0.37695823417729457,Persistent Bargain,Forwards,Chelsea,23,520000,6160685
Nicolas Pallois,0.3436376236273588,0.3724040644232644,0.3074315782802781,-0.03620604534708066,Persistent Overvalued,Defenders,Nantes,36,1320000,1320000
Nicolás González,1.7355427940776398,0.2998237892563544,-0.0790391555013698,-1.8145819495790096,Rising Star,Midfielders,Juventus,26,3210000,4620000
Nicolás Tagliafico,0.8064845761817399,0.7336641676739184,0.6101005391761856,-0.1963840370055543,Persistent Overvalued,Defenders,Lyon,31,4550000,4550000
Nicolò Barella,0.7820237232327081,0.5530055074748326,0.6913255553559079,-0.09069816787680018,Persistent Overvalued,Midfielders,Inter,27,9260000,12040000
Nicolò Cambiaghi,-1.172847503086194,0.4628091779168315,0.0139139426729055,1.1867614457590996,Wage Trap,Midfielders,Bologna,23,150000,1110000
Niklas Schmidt,-1.519954294090267,0.3277268347895692,0.3833153115920567,1.9032696056823237,Wage Trap,Midfielders,Toulouse,26,130000,570000
Niklas Stark,0.4533567160084946,0.5389403490937585,0.1779958856911232,-0.27536083031737135,Other,Defenders,Werder Bremen,29,1440000,1440000
Niklas Süle,1.5875192850273423,0.9376011468935984,0.8655553283175621,-0.7219639567097802,Rising Star,Defenders,Dortmund,28,18870000,10000000
Nikola Milenković,1.1746036694602005,0.918820109626381,0.5537180122510215,-0.620885657209179,Rising Star,Defenders,Nottingham Forest,26,5560000,6468719
Nikola Moro,0.2694733876290076,0.1781682741692254,-0.0502031326671712,-0.31967652029617877,Other,Midfielders,Bologna,26,1240000,1240000
Noni Madueke,-0.0704350987097282,-0.6011848029021252,-1.0019105913440995,-0.9314754926343713,Rising Star,Midfielders,Chelsea,22,3022165,3080342
Noussair Mazraoui,0.3084763010782332,0.0092673286189768,-0.1649551686565527,-0.4734314697347859,Rising Star,Midfielders,Manchester Utd,26,8000000,8316925
Nuno Mendes,-0.4614130865073331,-0.8794257574637978,-1.1761461536479416,-0.7147330671406085,Rising Star,Defenders,Paris Saint-Germain,22,1440000,1440000
Nuno Tavares,0.0501591868041888,0.1797622069167452,0.631783577028429,0.5816243902242402,Wage Trap,Defenders,Lazio,24,1670000,3700000
Nélson Semedo,0.8742288582776379,0.6853667450805556,0.6067748201954206,-0.26745403808221724,Persistent Overvalued,Midfielders,Wolves,30,4835464,4928548
Oier Zarraga,-1.5296508541890574,-0.2704606336715027,-0.3739827736238901,1.1556680805651673,Wage Trap,Midfielders,Udinese,25,200000,450000
Oihan Sancet,-0.6662747682188783,0.5741517932201532,0.2960891828519028,0.9623639510707811,Wage Trap,Midfielders,Athletic Club,24,600000,2500000
Ola Aina,0.4444706953302457,0.0174510728452066,-0.3339162127077202,-0.778386908037966,Rising Star,Defenders,Nottingham Forest,27,1850000,2464274
Oleksandr Zinchenko,0.3454327819748872,0.2570666053310955,0.2183872755743436,-0.1270455064005436,Other,Midfielders,Arsenal,27,9066495,9241027
Oliver Baumann,0.1912017338685441,0.4379463199315552,0.48285068487613,0.29164895100758587,Other,Goalkeepers,Hoffenheim,34,3150000,3500000
Oliver Skipp,0.0858664220647913,-0.1196994852692512,0.354654585789703,0.2687881637249117,Other,Midfielders,Leicester City,23,2417732,3080342
Omar Alderete,0.60871989730453,0.3988546428493595,0.0965433451356361,-0.5121765521688939,Rising Star,Defenders,Getafe,27,1200000,1200000
Omar Mascarell,0.8435731502882149,-0.0826170575587372,-0.2260684595255977,-1.0696416098138126,Rising Star,Midfielders,Mallorca,31,820000,820000
Ousmane Dembélé,0.9857743141878784,1.5089723533455288,0.8119984335332191,-0.17377588065465932,Persistent Overvalued,Forwards,Paris Saint-Germain,27,12000000,20000000
Pablo Ibáñez,-0.7370724882498791,-1.0822566915042398,-1.2768350613144328,-0.5397625730645537,Rising Star,Midfielders,Osasuna,25,180000,180000
Pablo Maffeo,0.4244354541559172,0.4282406505915404,0.1604938311446062,-0.263941623011311,Other,Defenders,Mallorca,27,980000,980000
Pablo Rosario,-0.6739977987602472,-0.9482367166718592,-1.130962939861767,-0.45696514110151987,Rising Star,Midfielders,Nice,27,390000,390000
Pablo Torre,-1.5687499355209926,-0.5802116526431131,-3.06009448881766,-1.4913445532966674,Rising Star,Midfielders,Barcelona,21,210000,210000
Pape Matar Sarr,-0.7115299779831386,0.5369214824465978,0.3048405832059977,1.0163705611891363,Wage Trap,Midfielders,Tottenham Hotspur,21,604433,4312479
Pascal Groß,-0.1227374411110346,-0.1559963707923408,-0.2972987177423274,-0.1745612766312928,Other,Midfielders,Dortmund,33,3928815,4160000
Pascal Stenzel,-0.1074366524020575,-0.4495552184124722,-0.2277893198649607,-0.1203526674629032,Other,Defenders,Stuttgart,28,710000,940000
Pathé Ciss,-0.3608447321363517,-0.7387677286191394,-0.5972047019597344,-0.2363599698233827,Persistent Bargain,Midfielders,Rayo Vallecano,30,340000,340000
Patric,-0.1981006517715684,-0.329503284990789,-0.1999545832230023,-0.0018539314514338934,Other,Defenders,Lazio,31,2220000,2220000
Patrick Ciurria,0.1030038557931405,0.3881478899186312,0.3724555743102016,0.26945171851706107,Other,Midfielders,Monza,29,1260000,1480000
Patrick Osterhage,0.6908561661051564,0.1706968420288763,0.4989842649754372,-0.19187190112971925,Other,Midfielders,Freiburg,24,520000,840000
Patrick Wimmer,0.4866112882300708,0.4499009326626133,-0.0010586457150285,-0.48766993394509933,Rising Star,Midfielders,Wolfsburg,23,1980000,2000000
Patrik Schick,0.790530481983506,0.576520901139542,0.201983197720434,-0.5885472842630719,Rising Star,Forwards,Leverkusen,28,6000000,6000000
Pau Torres,0.751017994357845,0.1985251300636452,0.1002054524365387,-0.6508125419213063,Rising Star,Defenders,Aston Villa,27,3800000,6160685
Paulo Dybala,0.2790248782867994,-0.0358231520467953,0.1673536981848276,-0.1116711801019718,Other,Forwards,Roma,30,7040000,7040000
Paulo Gazzaniga,0.0075066032358268,-1.023706027364124,-0.4661365615128083,-0.4736431647486351,Rising Star,Goalkeepers,Girona,32,860000,1240000
Pavel Kadeřábek,0.0436670159975722,-0.2647879362572372,-0.2071693737881492,-0.2508363897857214,Other,Midfielders,Hoffenheim,32,1700000,2000000
Paweł Dawidowicz,-0.7519584225330664,-0.9912734510824226,-1.0687020606046556,-0.3167436380715891,Persistent Bargain,Midfielders,Hellas Verona,29,380000,380000
Pedri,1.2427893331335191,1.013539262613115,0.4971451790642067,-0.7456441540693124,Rising Star,Midfielders,Barcelona,21,9380000,9380000
Pedro,-0.1914790522493206,0.0541791000552738,-0.4624350473543295,-0.2709559951050089,Other,Midfielders,Lazio,37,3210000,2820000
Pedro Chirivella,-0.0892769564770628,-0.455118800230494,-0.5596330004306385,-0.47035604395357566,Rising Star,Midfielders,Nantes,27,720000,720000
Pedro Neto,0.7649070569831,0.216633415985612,-0.1146282653565933,-0.8795353223396933,Rising Star,Midfielders,Chelsea,24,3022165,9857096
Pedro Porro,0.5271735502339379,0.0154585228500092,-0.1108935115390306,-0.6380670617729685,Rising Star,Defenders,Tottenham Hotspur,24,5137681,5236582
Pep Chavarría,0.153285115916379,0.0879240383510175,-0.2879438516724377,-0.4412289675888167,Rising Star,Defenders,Rayo Vallecano,26,350000,350000
Pepe Reina,-0.0988396659580885,0.201000542850247,-0.2154409854729539,-0.1166013195148654,Other,Goalkeepers,Como,41,2500000,930000
Phil Foden,0.5451814085567985,0.3472807642213205,0.4808580793827612,-0.06432332917403732,Persistent Overvalued,Midfielders,Manchester City,24,13599743,13861541
Philipp Hofmann,-0.4636706544063784,0.0927218409543861,-0.2676619186352678,0.1960087357711106,Other,Forwards,Bochum,31,390000,780000
Philipp Lienhart,0.1646985947407575,0.1569467160377389,-0.1918235172609783,-0.3565221120017358,Stable / Fair,Defenders,Freiburg,28,680000,680000
Piero Hincapié,-0.2370847787404439,0.4963623977739146,0.7017788144702752,0.9388635932107191,Wage Trap,Defenders,Leverkusen,22,850000,3780000
Pierre Kalulu,0.209107940774059,0.2565224957838214,-0.3280503604151974,-0.5371583011892564,Rising Star,Defenders,Juventus,24,2560000,2560000
Pierre Lees-Melou,0.8430260502429778,0.7565121636371988,0.8528160668025695,0.009790016559591663,Persistent Overvalued,Midfielders,Brest,31,2040000,2180000
Pietro Terracciano,-0.5372367124231499,-0.7689447159417746,0.4513435644554668,0.9885802768786167,Wage Trap,Goalkeepers,Fiorentina,34,1480000,1670000
Piotr Zieliński,0.5487643075607096,0.5547990176424111,0.321708571362965,-0.2270557361977446,Persistent Overvalued,Midfielders,Inter,30,6480000,8330000
Przemysław Frankowski,-0.8712286005347849,0.6350370132497876,0.7731440643930814,1.6443726649278663,Wage Trap,Midfielders,Lens,29,290000,1550000
Péter Gulácsi,1.0975937291826945,0.7413775720220848,0.4338100414330466,-0.6637836877496479,Rising Star,Goalkeepers,RB Leipzig,34,5600000,5600000
Rafa Mir,-0.6726973246537469,-0.4933162593123832,0.0628040654310222,0.7355013900847691,Wage Trap,Forwards,Valencia,27,1900000,1900000
Rafael Leão,0.5821312769208458,0.350024378104246,0.1535527161528787,-0.4285785607679671,Rising Star,Midfielders,Milan,25,6410000,6410000
Rafael Tolói,-0.1284111233374218,0.0579462318855839,0.0944719073246052,0.222883030662027,Stable / Fair,Defenders,Atalanta,33,1850000,1850000
Raheem Sterling,0.5354637564797464,0.184264484876973,0.0366006461595844,-0.498863110320162,Rising Star,Forwards,Arsenal,29,19644073,10011113
Ramy Bensebaini,-0.2781161792965765,0.2521810103725954,-0.1098638046420426,0.1682523746545339,Other,Defenders,Dortmund,29,1900000,4500000
Rani Khedira,-0.464967434075163,-0.4158490125534797,-0.7242724113028114,-0.2593049772276484,Persistent Bargain,Midfielders,Union Berlin,30,850000,850000
Raphaël Guerreiro,-0.2869792932406056,-0.4349940196723558,-0.5810453113742398,-0.29406601813363414,Other,Midfielders,Bayern Munich,30,3500000,8000000
Raphinha,0.8599618126399644,0.7746792582817914,-0.370501409338658,-1.2304632219786225,Rising Star,Midfielders,Barcelona,27,12500000,12500000
Rasmus Højlund,-0.476059586108386,-0.1932297349969083,-0.3494224433440944,0.1266371427642916,Other,Forwards,Manchester Utd,21,640000,5236582
Rasmus Kristensen,0.0713994186066191,-0.2795967672930732,0.608814759505016,0.5374153408983968,Wage Trap,Midfielders,Eintracht Frankfurt,27,2417732,3020000
Rasmus Nicolaisen,0.0550438567303341,-0.1838841122585943,0.0650124292914124,0.009968572561078304,Stable / Fair,Defenders,Toulouse,27,550000,550000
Rayan Aït-Nouri,-0.0927639815368372,-0.4413847469174712,-0.8362651784963813,-0.7435011969595441,Rising Star,Midfielders,Wolves,23,604433,616068
Rayan Cherki,1.1951885104248436,1.219067412911592,0.938113589651616,-0.2570749207732277,Persistent Overvalued,Midfielders,Lyon,20,2520000,4000000
Raúl Albiol,0.4115337694959802,0.4041838678764211,-0.5285987826464638,-0.940132552142444,Rising Star,Defenders,Villarreal,38,2840000,940000
Raúl Jiménez,0.7355458920926736,0.4262792227455989,-0.1478460203287035,-0.8833919124213772,Rising Star,Forwards,Fulham,33,6044330,6160685
Reece James,1.112418064929333,0.9993663455413504,0.6874996576308376,-0.4249184072984953,Rising Star,Midfielders,Chelsea,24,15110826,15401712
Reinildo Mandava,-1.3883737378437626,-1.4358323882474089,-1.5062651835083187,-0.11789144566455612,Persistent Bargain,Midfielders,Atlético Madrid,30,800000,800000
Remi Oudin,0.6398641113767134,0.0135959114525743,0.1282779504446445,-0.5115861609320689,Rising Star,Midfielders,Lecce,27,940000,640000
Renato Tapia,-1.2983823374473626,-0.9697251146908012,0.6679289381945228,1.9663112756418855,Wage Trap,Midfielders,Leganés,29,260000,1460000
Ricardo Rodríguez,0.5230295262259119,0.3977808075967015,0.2656003142695002,-0.2574292119564117,Other,Defenders,Real Betis,31,2780000,2500000
Riccardo Orsolini,0.2489675267021311,0.6230460718294335,0.3880302308675389,0.1390627041654078,Other,Midfielders,Bologna,27,2040000,3700000
Richarlison,0.044421635764948,-0.5350921785353169,-0.181439480999229,-0.225861116764177,Other,Forwards,Tottenham Hotspur,27,5439897,5544616
Rico Henry,0.0442764686254459,0.2847278497408574,0.2318407810080991,0.1875643123826532,Other,Midfielders,Brentford,27,2115516,2156240
Rico Lewis,-1.3959031415206464,-0.0847769806161586,-0.5942875123791342,0.8016156291415122,Wage Trap,Midfielders,Manchester City,19,302217,1540171
Ritsu Doan,0.5298568383780022,0.2654628196067037,-0.0602673483303703,-0.5901241867083725,Rising Star,Midfielders,Freiburg,26,940000,840000
Robert Andrich,-0.6444223462715897,-0.7857910578142491,-0.1750938988815189,0.46932844739007074,Wage Trap,Midfielders,Leverkusen,29,1600000,3200000
Robert Gumny,-0.7742971029019277,-0.793106324913996,-1.2496957434038354,-0.4753986405019077,Rising Star,Midfielders,Augsburg,26,250000,250000
Robert Lewandowski,0.5026416712461739,0.9998662016009056,1.0215936214973524,0.5189519502511786,Wage Trap,Forwards,Barcelona,35,20830000,33330000
Robert Sánchez,0.3602465200340106,0.1163039766967894,-0.6640620925074785,-1.024308612541489,Rising Star,Goalkeepers,Chelsea,26,1511083,3696411
Roberto Gagliardini,-0.3230235331068147,0.4218440533540679,1.070704579690645,1.3937281127974597,Wage Trap,Midfielders,Monza,30,2780000,2780000
Robin Gosens,0.1200016830618011,0.6123765429264587,0.0194714576947721,-0.100530225367029,Other,Defenders,Fiorentina,30,4630000,3700000
Robin Koch,-0.2036230037260935,0.4048132637970401,0.3233924529588172,0.5270154566849107,Wage Trap,Defenders,Eintracht Frankfurt,28,2417732,2460000
Robin Le Normand,0.6781136266972343,0.5143701255127269,0.4856347856146854,-0.19247884108254887,Persistent Overvalued,Defenders,Atlético Madrid,27,2800000,6250000
