Team,Player,Nation,Pos,Age,Weekly Wages,Annual Wages,Notes
Dortmund,Mahmoud Dahoud,GER,MF,26.0,"€ 76,923 (£ 66,178, $84,112)","€ 4,000,000 (£ 3,441,241, $4,373,842)",
Cremonese,Maissa Ndiaye,SEN,DF,20.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Eintracht Frankfurt,Makoto Hasebe,JPN,DF,38.0,"€ 26,923 (£ 23,162, $29,439)","€ 1,400,000 (£ 1,204,434, $1,530,845)",Unverified estimation
Monaco,Malang Sarr,FRA,DF,23.0,"€ 138,846 (£ 119,451, $151,823)","€ 7,220,000 (£ 6,211,441, $7,894,786)",
Crystal Palace,Malcolm Ebiowei,ENG,MF,18.0,"£ 10,000 (€ 11,624, $12,710)","£ 520,000 (€ 604,433, $660,924)",Unverified estimation
Milan,Malick Thiaw,GER,DF,20.0,"€ 19,808 (£ 17,041, $21,659)","€ 1,030,000 (£ 886,120, $1,126,264)",
Lyon,Malo Gusto,FRA,"DF,MF",19.0,"€ 7,692 (£ 6,618, $8,411)","€ 400,000 (£ 344,124, $437,384)",Unverified estimation
Troyes,Mama Samba Baldé,GNB,"FW,MF",26.0,"€ 14,615 (£ 12,574, $15,981)","€ 760,000 (£ 653,836, $831,030)",
Lens,Mamadou Camara,SEN,CM,20.0,"€ 385 (£ 331, $386)","€ 20,000 (£ 17,205, $20,055)",Unverified estimation
Gladbach,Mamadou Doucouré,FRA,CB,24.0,"€ 3,462 (£ 2,978, $3,785)","€ 180,000 (£ 154,856, $196,823)",Unverified estimation
Montpellier,Mamadou Sakho,FRA,DF,32.0,"€ 8,654 (£ 7,445, $9,463)","€ 450,000 (£ 387,140, $492,057)",Unverified estimation
Sampdoria,Manolo Gabbiadini,ITA,"FW,MF",30.0,"€ 27,115 (£ 23,328, $29,650)","€ 1,410,000 (£ 1,213,038, $1,541,779)",
Fulham,Manor Solomon,ISR,MF,23.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",Unverified estimation
Gladbach,Manu Koné,FRA,MF,21.0,"€ 6,731 (£ 5,791, $7,360)","€ 350,000 (£ 301,109, $382,711)",Unverified estimation
Villarreal,Manu Morlanes,ESP,MF,23.0,"€ 25,192 (£ 21,673, $27,547)","€ 1,310,000 (£ 1,127,007, $1,432,433)",Unverified estimation
Osasuna,Manu Sánchez,ESP,DF,21.0,"€ 24,231 (£ 20,846, $26,495)","€ 1,260,000 (£ 1,083,991, $1,377,760)",Unverified estimation
Villarreal,Manu Trigueros,ESP,MF,30.0,"€ 23,077 (£ 19,853, $25,234)","€ 1,200,000 (£ 1,032,372, $1,312,153)",Unverified estimation
Girona,Manu Vallejo,ESP,"MF,FW",25.0,"€ 21,923 (£ 18,861, $23,972)","€ 1,140,000 (£ 980,754, $1,246,545)",Unverified estimation
Manchester City,Manuel Akanji,SUI,"DF,MF",27.0,"£ 180,000 (€ 209,227, $228,781)","£ 9,360,000 (€ 10,879,794, $11,896,627)",
Sampdoria,Manuel De Luca,ITA,FW,24.0,"€ 1,346 (£ 1,158, $1,472)","€ 70,000 (£ 60,222, $76,542)",Unverified estimation
Freiburg,Manuel Gulde,GER,DF,31.0,"€ 9,423 (£ 8,107, $10,304)","€ 490,000 (£ 421,552, $535,796)",Unverified estimation
West Ham United,Manuel Lanzini,ARG,MF,29.0,"£ 70,000 (€ 81,366, $88,971)","£ 3,640,000 (€ 4,231,031, $4,626,466)",
Lazio,Manuel Lazzari,ITA,DF,28.0,"€ 60,577 (£ 52,115, $66,238)","€ 3,150,000 (£ 2,709,978, $3,444,401)",
Juventus,Manuel Locatelli,ITA,MF,24.0,"€ 106,923 (£ 91,987, $116,916)","€ 5,560,000 (£ 4,783,326, $6,079,641)",
Bayern Munich,Manuel Neuer,GER,GK,36.0,"€ 403,846 (£ 347,433, $441,590)","€ 21,000,000 (£ 18,066,517, $22,962,673)",
Bochum,Manuel Riemann,GER,GK,33.0,"€ 23,654 (£ 20,350, $25,865)","€ 1,230,000 (£ 1,058,182, $1,344,957)",Unverified estimation
Roma,Marash Kumbulla,ALB,DF,22.0,"€ 64,038 (£ 55,093, $70,024)","€ 3,330,000 (£ 2,864,833, $3,641,224)",
Leicester City,Marc Albrighton,ENG,MF,32.0,"£ 45,000 (€ 52,307, $57,195)","£ 2,340,000 (€ 2,719,949, $2,974,157)",
Chelsea,Marc Cucurella,ESP,"DF,MF",24.0,"£ 175,000 (€ 203,415, $222,426)","£ 9,100,000 (€ 10,577,578, $11,566,166)",
Crystal Palace,Marc Guéhi,ENG,DF,22.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",Unverified estimation
Leeds United,Marc Roca,ESP,MF,25.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",Unverified estimation
Barcelona,Marc-André ter Stegen,GER,GK,30.0,"€ 173,077 (£ 148,900, $189,253)","€ 9,000,000 (£ 7,742,793, $9,841,145)",
Hertha BSC,Marc-Oliver Kempf,GER,DF,27.0,"€ 20,769 (£ 17,868, $22,710)","€ 1,080,000 (£ 929,135, $1,180,937)",Unverified estimation
RB Leipzig,Marcel Halstenberg,GER,DF,30.0,"€ 57,692 (£ 49,633, $63,084)","€ 3,000,000 (£ 2,580,931, $3,280,382)",
Dortmund,Marcel Lotka,POL,GK,21.0,"€ 2,308 (£ 1,985, $2,523)","€ 120,000 (£ 103,237, $131,215)",Unverified estimation
Manchester Utd,Marcel Sabitzer,AUT,MF,28.0,"£ 210,000 (€ 244,098, $266,912)","£ 10,920,000 (€ 12,693,094, $13,879,399)",
Eintracht Frankfurt,Marcel Wenig,GER,MF,18.0,"€ 5,769 (£ 4,963, $6,308)","€ 300,000 (£ 258,093, $328,038)",Unverified estimation
Inter,Marcelo Brozović,CRO,MF,29.0,"€ 213,654 (£ 183,809, $233,622)","€ 11,110,000 (£ 9,558,048, $12,148,347)",
Nice,Marcin Bułka,POL,GK,22.0,"€ 6,923 (£ 5,956, $7,570)","€ 360,000 (£ 309,712, $393,646)",Unverified estimation
Schalke 04,Marcin Kamiński,POL,DF,30.0,"€ 37,885 (£ 32,593, $41,425)","€ 1,970,000 (£ 1,694,811, $2,154,117)",Unverified estimation
Lecce,Marcin Listkowski,POL,"FW,MF",24.0,"€ 4,231 (£ 3,640, $4,626)","€ 220,000 (£ 189,268, $240,561)",
Real Madrid,Marco Asensio,ESP,FW,26.0,"€ 189,038 (£ 162,632, $206,706)","€ 9,830,000 (£ 8,456,851, $10,748,718)",
Fiorentina,Marco Benassi,ITA,DF,27.0,"€ 46,346 (£ 39,872, $50,678)","€ 2,410,000 (£ 2,073,348, $2,635,240)",
Lazio,Marco Bertini,ITA,MF,19.0,"€ 1,346 (£ 1,158, $1,472)","€ 70,000 (£ 60,222, $76,542)",Unverified estimation
Brest,Marco Bizot,NED,GK,31.0,"€ 10,385 (£ 8,934, $11,355)","€ 540,000 (£ 464,568, $590,469)",
Lecce,Marco Bleve,ITA,GK,26.0,"€ 10,385 (£ 8,934, $11,355)","€ 540,000 (£ 464,568, $590,469)",
Cremonese,Marco Carnesecchi,ITA,GK,22.0,"€ 3,654 (£ 3,143, $3,995)","€ 190,000 (£ 163,459, $207,758)",
Monza,Marco D'Alessandro,ITA,MF,31.0,"€ 14,231 (£ 12,243, $15,561)","€ 740,000 (£ 636,630, $809,161)",
Werder Bremen,Marco Friedl,AUT,DF,24.0,"€ 11,154 (£ 9,596, $12,196)","€ 580,000 (£ 498,980, $634,207)",Unverified estimation
Dortmund,Marco Reus,GER,"MF,FW",33.0,"€ 211,538 (£ 181,989, $231,309)","€ 11,000,000 (£ 9,463,414, $12,028,067)",
Hertha BSC,Marco Richter,GER,"MF,FW",24.0,"€ 8,654 (£ 7,445, $9,463)","€ 450,000 (£ 387,140, $492,057)",Unverified estimation
Udinese,Marco Silvestri,ITA,GK,31.0,"€ 35,577 (£ 30,607, $38,902)","€ 1,850,000 (£ 1,591,574, $2,022,902)",
Atalanta,Marco Sportiello,ITA,GK,30.0,"€ 21,346 (£ 18,364, $23,341)","€ 1,110,000 (£ 954,944, $1,213,741)",
Paris Saint-Germain,Marco Verratti,ITA,MF,29.0,"€ 276,923 (£ 238,240, $302,804)","€ 14,400,000 (£ 12,388,469, $15,745,833)",
Sevilla,Marcos Acuña,ARG,"DF,MF",30.0,"€ 55,769 (£ 47,979, $60,981)","€ 2,900,000 (£ 2,494,900, $3,171,036)",Unverified estimation
Barcelona,Marcos Alonso,ESP,DF,31.0,"€ 120,192 (£ 103,403, $131,426)","€ 6,250,000 (£ 5,376,940, $6,834,129)",
Valencia,Marcos André,BRA,FW,25.0,"€ 38,462 (£ 33,089, $42,056)","€ 2,000,000 (£ 1,720,621, $2,186,921)",
Lazio,Marcos Antônio,BRA,MF,22.0,"€ 22,115 (£ 19,026, $24,182)","€ 1,150,000 (£ 989,357, $1,257,480)",
Atlético Madrid,Marcos Llorente,ESP,MF,27.0,"€ 40,385 (£ 34,743, $44,159)","€ 2,100,000 (£ 1,806,652, $2,296,267)",
Bournemouth,Marcos Senesi,ARG,DF,25.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",Unverified estimation
Chelsea,Marcus Bettinelli,ENG,GK,30.0,"£ 35,000 (€ 40,683, $44,485)","£ 1,820,000 (€ 2,115,516, $2,313,233)",
Nantes,Marcus Coco,FRA,"MF,FW",26.0,"€ 9,231 (£ 7,941, $10,093)","€ 480,000 (£ 412,949, $524,861)",
Mainz 05,Marcus Ingvartsen,DEN,"MF,FW",26.0,"€ 13,846 (£ 11,912, $15,140)","€ 720,000 (£ 619,423, $787,292)",Unverified estimation
Manchester Utd,Marcus Rashford,ENG,"FW,MF",24.0,"£ 200,000 (€ 232,474, $254,201)","£ 10,400,000 (€ 12,088,660, $13,218,475)",
Bournemouth,Marcus Tavernier,ENG,MF,23.0,"£ 35,000 (€ 40,683, $44,485)","£ 1,820,000 (€ 2,115,516, $2,313,233)",Unverified estimation
Gladbach,Marcus Thuram,FRA,FW,24.0,"€ 61,538 (£ 52,942, $67,290)","€ 3,200,000 (£ 2,752,993, $3,499,074)",
Sevilla,Marcão,BRA,DF,26.0,"€ 84,231 (£ 72,465, $92,103)","€ 4,380,000 (£ 3,768,159, $4,789,357)",
Fulham,Marek Rodák,SVK,GK,25.0,"£ 15,000 (€ 17,436, $19,065)","£ 780,000 (€ 906,650, $991,386)",Unverified estimation
Real Madrid,Mariano,DOM,FW,28.0,"€ 160,192 (£ 137,815, $175,164)","€ 8,330,000 (£ 7,166,385, $9,108,527)",
Angers,Marin Jakoliš,CRO,"FW,MF",25.0,"€ 4,808 (£ 4,136, $5,257)","€ 250,000 (£ 215,078, $273,365)",Unverified estimation
Lecce,Marin Pongračić,CRO,DF,24.0,"€ 48,077 (£ 41,361, $52,570)","€ 2,500,000 (£ 2,150,776, $2,733,652)",
Lazio,Mario Gila,ESP,DF,21.0,"€ 12,308 (£ 10,588, $13,458)","€ 640,000 (£ 550,599, $699,815)",
Eintracht Frankfurt,Mario Götze,GER,"MF,FW",30.0,"€ 67,308 (£ 57,906, $73,598)","€ 3,500,000 (£ 3,011,086, $3,827,112)",
Atlético Madrid,Mario Hermoso,ESP,DF,27.0,"€ 40,385 (£ 34,743, $44,159)","€ 2,100,000 (£ 1,806,652, $2,296,267)",
Rayo Vallecano,Mario Hernández,ESP,DF,23.0,"€ 3,077 (£ 2,647, $3,365)","€ 160,000 (£ 137,650, $174,954)",Unverified estimation
Nice,Mario Lemina,GAB,MF,28.0,"€ 157,308 (£ 135,333, $172,010)","€ 8,180,000 (£ 7,037,339, $8,944,508)",
Atalanta,Mario Pašalić,CRO,MF,27.0,"€ 35,577 (£ 30,607, $38,902)","€ 1,850,000 (£ 1,591,574, $2,022,902)",
Rayo Vallecano,Mario Suárez,ESP,MF,35.0,"€ 10,577 (£ 9,099, $11,565)","€ 550,000 (£ 473,171, $601,403)",Unverified estimation
Sampdoria,Marios Oikonomou,GRE,DF,29.0,"€ 5,000 (£ 4,302, $5,467)","€ 260,000 (£ 223,681, $284,300)",Unverified estimation
Lazio,Marius Adamonis,LTU,GK,25.0,"€ 3,654 (£ 3,143, $3,995)","€ 190,000 (£ 163,459, $207,758)",
Schalke 04,Marius Bülter,GER,"MF,FW",29.0,"€ 39,231 (£ 33,751, $42,897)","€ 2,040,000 (£ 1,755,033, $2,230,660)",Unverified estimation
Dortmund,Marius Wolf,GER,DF,27.0,"€ 63,462 (£ 54,597, $69,393)","€ 3,300,000 (£ 2,839,024, $3,608,420)",Unverified estimation
Freiburg,Mark Flekken,NED,GK,29.0,"€ 6,731 (£ 5,791, $7,360)","€ 350,000 (£ 301,109, $382,711)",Unverified estimation
Newcastle United,Mark Gillespie,ENG,GK,30.0,"£ 10,000 (€ 11,624, $12,710)","£ 520,000 (€ 604,433, $660,924)",
Bournemouth,Mark Travers,IRL,GK,23.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",Unverified estimation
Köln,Mark Uth,GER,"FW,MF",30.0,"€ 21,923 (£ 18,861, $23,972)","€ 1,140,000 (£ 980,754, $1,246,545)",Unverified estimation
Bologna,Marko Arnautović,AUT,FW,33.0,"€ 66,538 (£ 57,244, $72,757)","€ 3,460,000 (£ 2,976,674, $3,783,374)",
Sevilla,Marko Dmitrović,SRB,GK,30.0,"€ 24,231 (£ 20,846, $26,495)","€ 1,260,000 (£ 1,083,991, $1,377,760)",Unverified estimation
Bochum,Marko Johansson,SWE,GK,23.0,"€ 12,115 (£ 10,423, $13,248)","€ 630,000 (£ 541,996, $688,880)",Unverified estimation
Milan,Marko Lazetić,SRB,FW,18.0,"€ 6,154 (£ 5,294, $6,729)","€ 320,000 (£ 275,299, $349,907)",
Almería,Marko Milovanović,SRB,FW,18.0,"€ 3,077 (£ 2,647, $3,365)","€ 160,000 (£ 137,650, $174,954)",Unverified estimation
Empoli,Marko Pjaca,CRO,"MF,FW",27.0,"€ 28,462 (£ 24,486, $31,122)","€ 1,480,000 (£ 1,273,259, $1,618,322)",Unverified estimation
Juventus,Marley Aké,FRA,,21.0,,,
Monza,Marlon,BRA,DF,26.0,"€ 49,231 (£ 42,354, $53,832)","€ 2,560,000 (£ 2,202,394, $2,799,259)",
Mainz 05,Marlon Mustapha,AUT,FW,21.0,"€ 3,654 (£ 3,143, $3,995)","€ 190,000 (£ 163,459, $207,758)",Unverified estimation
Troyes,Marlos Moreno,COL,"FW,MF",25.0,"€ 41,538 (£ 35,736, $45,421)","€ 2,160,000 (£ 1,858,270, $2,361,875)",Unverified estimation
Paris Saint-Germain,Marquinhos,BRA,CB,29.0,"€ 276,923 (£ 238,240, $302,804)","€ 14,400,000 (£ 12,388,469, $15,745,833)",
Reims,Marshall Munetsi,ZIM,MF,26.0,"€ 13,846 (£ 11,912, $15,140)","€ 720,000 (£ 619,423, $787,292)",
Atalanta,Marten de Roon,NED,MF,31.0,"€ 35,577 (£ 30,607, $38,902)","€ 1,850,000 (£ 1,591,574, $2,022,902)",
Reims,Martin Adeline,FRA,MF,18.0,"€ 962 (£ 827, $1,051)","€ 50,000 (£ 43,016, $54,673)",Unverified estimation
Espanyol,Martin Braithwaite,DEN,"FW,MF",31.0,"€ 60,000 (£ 51,619, $65,608)","€ 3,120,000 (£ 2,684,168, $3,411,597)",Unverified estimation
Manchester Utd,Martin Dúbravka,SVK,GK,33.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",
Sassuolo,Martin Erlic,CRO,DF,24.0,"€ 5,385 (£ 4,632, $5,888)","€ 280,000 (£ 240,887, $306,169)",
Hellas Verona,Martin Hongla,CMR,MF,24.0,"€ 15,962 (£ 13,732, $17,453)","€ 830,000 (£ 714,058, $907,572)",
Empoli,Martin Satriano,URU,FW,21.0,"€ 12,500 (£ 10,754, $13,668)","€ 650,000 (£ 559,202, $710,749)",Unverified estimation
Rennes,Martin Terrier,FRA,"MF,FW",25.0,"€ 57,692 (£ 49,633, $63,084)","€ 3,000,000 (£ 2,580,931, $3,280,382)",Unverified estimation
Sampdoria,Martin Turk,SVN,GK,18.0,"€ 712 (£ 612, $778)","€ 37,000 (£ 31,831, $40,458)",Unverified estimation
Mallorca,Martin Valjent,SVK,DF,26.0,"€ 13,462 (£ 11,581, $14,720)","€ 700,000 (£ 602,217, $765,422)",Unverified estimation
Arsenal,Martin Ødegaard,NOR,MF,23.0,"£ 115,000 (€ 133,673, $146,166)","£ 5,980,000 (€ 6,950,980, $7,600,623)",
Almería,Martin Šviderský,SVK,MF,19.0,"€ 3,077 (£ 2,647, $3,365)","€ 160,000 (£ 137,650, $174,954)",Unverified estimation
Real Sociedad,Martín Merquelanz,ESP,LW,27.0,"€ 10,769 (£ 9,265, $11,776)","€ 560,000 (£ 481,774, $612,338)",Unverified estimation
Real Betis,Martín Montoya,ESP,DF,31.0,"€ 56,731 (£ 48,806, $62,033)","€ 2,950,000 (£ 2,537,916, $3,225,709)",
Real Sociedad,Martín Zubimendi,ESP,MF,23.0,"€ 57,692 (£ 49,633, $63,084)","€ 3,000,000 (£ 2,580,931, $3,280,382)",Unverified estimation
Werder Bremen,Marvin Ducksch,GER,FW,28.0,"€ 47,500 (£ 40,865, $51,939)","€ 2,470,000 (£ 2,124,967, $2,700,848)",Unverified estimation
Gladbach,Marvin Friedrich,GER,DF,26.0,"€ 33,654 (£ 28,953, $36,799)","€ 1,750,000 (£ 1,505,543, $1,913,556)",
Hertha BSC,Marvin Plattenhardt,GER,"DF,MF",30.0,"€ 28,846 (£ 24,817, $31,542)","€ 1,500,000 (£ 1,290,466, $1,640,191)",Unverified estimation
Köln,Marvin Schwäbe,GER,GK,27.0,"€ 7,115 (£ 6,121, $7,780)","€ 370,000 (£ 318,315, $404,580)",Unverified estimation
Udinese,Marvin Zeegelaar,NED,"MF,DF",31.0,"€ 12,308 (£ 10,588, $13,458)","€ 640,000 (£ 550,599, $699,815)",Unverified estimation
Manchester Utd,Mason Greenwood,ENG,,21.0,,,
Everton,Mason Holgate,JAM,DF,25.0,"£ 70,000 (€ 81,366, $88,971)","£ 3,640,000 (€ 4,231,031, $4,626,466)",
Chelsea,Mason Mount,ENG,MF,23.0,"£ 80,000 (€ 92,990, $101,681)","£ 4,160,000 (€ 4,835,464, $5,287,390)",
Lens,Massadio Haïdara,MLI,"DF,MF",29.0,"€ 4,615 (£ 3,971, $5,047)","€ 240,000 (£ 206,474, $262,431)",Unverified estimation
Chelsea,Mateo Kovačić,CRO,MF,28.0,"£ 100,000 (€ 116,237, $127,101)","£ 5,200,000 (€ 6,044,330, $6,609,237)",
Dortmund,Mateu Morey,ESP,RB,22.0,"€ 13,846 (£ 11,912, $15,140)","€ 720,000 (£ 619,423, $787,292)",Unverified estimation
Leeds United,Mateusz Klich,POL,MF,32.0,"£ 25,000 (€ 29,059, $31,775)","£ 1,300,000 (€ 1,511,083, $1,652,309)",Unverified estimation
Troyes,Mateusz Lis,POL,GK,25.0,"€ 5,769 (£ 4,963, $6,308)","€ 300,000 (£ 258,093, $328,038)",Unverified estimation
Hellas Verona,Mateusz Praszelik,POL,MF,21.0,"€ 6,154 (£ 5,294, $6,729)","€ 320,000 (£ 275,299, $349,907)",Unverified estimation
Clermont Foot,Mateusz Wieteska,POL,DF,25.0,"€ 5,192 (£ 4,467, $5,678)","€ 270,000 (£ 232,284, $295,234)",Unverified estimation
Wolves,Matheus Cunha,BRA,FW,23.0,"£ 60,000 (€ 69,742, $76,260)","£ 3,120,000 (€ 3,626,598, $3,965,542)",Unverified estimation
Sassuolo,Matheus Henrique,BRA,MF,24.0,"€ 10,962 (£ 9,430, $11,986)","€ 570,000 (£ 490,377, $623,273)",
Wolves,Matheus Nunes,POR,MF,23.0,"£ 85,000 (€ 98,802, $108,036)","£ 4,420,000 (€ 5,137,681, $5,617,852)",
Auxerre,Mathias Autret,FRA,MF,31.0,"€ 6,154 (£ 5,294, $6,729)","€ 320,000 (£ 275,299, $349,907)",Unverified estimation
Brentford,Mathias Jensen,DEN,MF,26.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",Unverified estimation
Brentford,Mathias Jørgensen,DEN,DF,32.0,"£ 25,000 (€ 29,059, $31,775)","£ 1,300,000 (€ 1,511,083, $1,652,309)",Unverified estimation
Köln,Mathias Olesen,LUX,"MF,FW",21.0,"€ 577 (£ 496, $631)","€ 30,000 (£ 25,809, $32,804)",Unverified estimation
Brest,Mathias Pereira Lage,POR,"MF,FW",25.0,"€ 9,808 (£ 8,438, $10,724)","€ 510,000 (£ 438,758, $557,665)",Unverified estimation
Ajaccio,Mathieu Coutadeur,FRA,MF,36.0,"€ 4,423 (£ 3,805, $4,836)","€ 230,000 (£ 197,871, $251,496)",Unverified estimation
Bayern Munich,Mathys Tel,FRA,FW,17.0,"€ 76,923 (£ 66,178, $84,112)","€ 4,000,000 (£ 3,441,241, $4,373,842)",
Napoli,Mathías Olivera,URU,DF,24.0,"€ 36,923 (£ 31,765, $40,374)","€ 1,920,000 (£ 1,651,796, $2,099,444)",
Montpellier,Mathías Suárez,URU,RB,26.0,,,
Mallorca,Matija Nastasić,SRB,DF,29.0,"€ 6,923 (£ 5,956, $7,570)","€ 360,000 (£ 309,712, $393,646)",Unverified estimation
Wolves,Matija Šarkić,MNE,GK,25.0,"£ 10,000 (€ 11,624, $12,710)","£ 520,000 (€ 604,433, $660,924)",Unverified estimation
Montpellier,Matis Carvalho,POR,GK,23.0,"€ 385 (£ 331, $421)","€ 20,000 (£ 17,206, $21,869)",Unverified estimation
Udinese,Mato Jajalo,BIH,MF,34.0,"€ 25,000 (£ 21,508, $27,337)","€ 1,300,000 (£ 1,118,403, $1,421,499)",
Dortmund,Mats Hummels,GER,DF,33.0,"€ 192,308 (£ 165,444, $210,281)","€ 10,000,000 (£ 8,603,104, $10,934,606)",
Lecce,Mats Lemmens,BEL,DF,20.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Tottenham Hotspur,Matt Doherty,IRL,MF,30.0,"£ 65,000 (€ 75,554, $82,615)","£ 3,380,000 (€ 3,928,815, $4,296,004)",
Newcastle United,Matt Ritchie,SCO,"DF,MF",32.0,"£ 45,000 (€ 52,307, $57,195)","£ 2,340,000 (€ 2,719,949, $2,974,157)",
Newcastle United,Matt Targett,ENG,DF,26.0,"£ 100,000 (€ 116,237, $127,101)","£ 5,200,000 (€ 6,044,330, $6,609,237)",
Arsenal,Matt Turner,USA,GK,28.0,"£ 35,000 (€ 40,683, $44,485)","£ 1,820,000 (€ 2,115,516, $2,313,233)",
Cremonese,Matteo Bianchetti,ITA,DF,29.0,"€ 11,731 (£ 10,092, $12,827)","€ 610,000 (£ 524,789, $667,011)",Unverified estimation
Eintracht Frankfurt,Matteo Bignetti,AUT,GK,18.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Lazio,Matteo Cancellieri,ITA,FW,20.0,"€ 35,577 (£ 30,607, $38,902)","€ 1,850,000 (£ 1,591,574, $2,022,902)",
Inter,Matteo Darmian,ITA,"DF,MF",32.0,"€ 61,731 (£ 53,108, $67,500)","€ 3,210,000 (£ 2,761,596, $3,510,009)",
Torino,Matteo Fiorenza,ITA,GK,19.0,"€ 885 (£ 761, $967)","€ 46,000 (£ 39,574, $50,299)",Unverified estimation
Milan,Matteo Gabbia,ITA,DF,22.0,"€ 28,462 (£ 24,486, $31,122)","€ 1,480,000 (£ 1,273,259, $1,618,322)",
Salernitana,Matteo Lovato,ITA,DF,22.0,"€ 17,885 (£ 15,386, $19,556)","€ 930,000 (£ 800,089, $1,016,918)",Unverified estimation
Monza,Matteo Pessina,ITA,MF,25.0,"€ 28,462 (£ 24,486, $31,122)","€ 1,480,000 (£ 1,273,259, $1,618,322)",
Napoli,Matteo Politano,ITA,"FW,MF",28.0,"€ 78,269 (£ 67,336, $85,584)","€ 4,070,000 (£ 3,501,463, $4,450,385)",
Atalanta,Matteo Ruggeri,ITA,"MF,DF",20.0,"€ 1,346 (£ 1,158, $1,472)","€ 70,000 (£ 60,222, $76,542)",Unverified estimation
Monza,Matteo Scozzarella,ITA,,34.0,"€ 17,500 (£ 15,055, $19,136)","€ 910,000 (£ 782,882, $995,049)",Unverified estimation
Torino,Matthew Garbett,,,20.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Newcastle United,Matthew Longstaff,ENG,,22.0,"£ 7,500 (€ 8,718, $9,533)","£ 390,000 (€ 453,325, $495,693)",Unverified estimation
Freiburg,Matthias Ginter,GER,DF,28.0,"€ 145,192 (£ 124,910, $158,762)","€ 7,550,000 (£ 6,495,343, $8,255,628)",
Köln,Matthias Köbbing,GER,GK,25.0,"€ 577 (£ 496, $631)","€ 30,000 (£ 25,809, $32,804)",Unverified estimation
Bayern Munich,Matthijs de Ligt,NED,DF,22.0,"€ 307,692 (£ 264,711, $336,449)","€ 16,000,000 (£ 13,764,966, $17,495,370)",
Rennes,Matthis Abline,FRA,FW,19.0,"€ 577 (£ 496, $631)","€ 30,000 (£ 25,809, $32,804)",Unverified estimation
Spezia,Mattia Caldara,ITA,DF,28.0,"€ 23,077 (£ 19,853, $25,234)","€ 1,200,000 (£ 1,032,372, $1,312,153)",
Hellas Verona,Mattia Chiesa,ITA,GK,22.0,"€ 5,385 (£ 4,632, $5,888)","€ 280,000 (£ 240,887, $306,169)",Unverified estimation
Juventus,Mattia De Sciglio,ITA,DF,29.0,"€ 53,462 (£ 45,994, $58,458)","€ 2,780,000 (£ 2,391,663, $3,039,820)",
Empoli,Mattia Destro,ITA,FW,31.0,"€ 53,462 (£ 45,994, $58,458)","€ 2,780,000 (£ 2,391,663, $3,039,820)",
Juventus,Mattia Perin,ITA,GK,29.0,"€ 53,462 (£ 45,994, $58,458)","€ 2,780,000 (£ 2,391,663, $3,039,820)",
Monza,Mattia Valoti,ITA,"MF,FW",28.0,"€ 12,500 (£ 10,754, $13,668)","€ 650,000 (£ 559,202, $710,749)",
Nice,Mattia Viti,ITA,DF,20.0,"€ 11,538 (£ 9,927, $12,617)","€ 600,000 (£ 516,186, $656,076)",Unverified estimation
Lazio,Mattia Zaccagni,ITA,FW,27.0,"€ 71,154 (£ 61,214, $77,804)","€ 3,700,000 (£ 3,183,148, $4,045,804)",
Inter,Mattia Zanotti,ITA,DF,19.0,"€ 2,115 (£ 1,820, $2,313)","€ 110,000 (£ 94,634, $120,281)",Unverified estimation
Wolfsburg,Mattias Svanberg,SWE,MF,23.0,"€ 54,423 (£ 46,821, $59,509)","€ 2,830,000 (£ 2,434,678, $3,094,493)",Unverified estimation
Marseille,Mattéo Guendouzi,FRA,"MF,FW",23.0,"€ 73,846 (£ 63,531, $80,748)","€ 3,840,000 (£ 3,303,592, $4,198,889)",
Strasbourg,Matz Sels,BEL,GK,30.0,"€ 20,769 (£ 17,868, $22,710)","€ 1,080,000 (£ 929,135, $1,180,937)",
Juventus,Matìas Soulé,ARG,"FW,MF",19.0,"€ 1,346 (£ 1,158, $1,472)","€ 70,000 (£ 60,222, $76,542)",
Lazio,Matías Vecino,URU,MF,30.0,"€ 67,692 (£ 58,236, $74,019)","€ 3,520,000 (£ 3,028,292, $3,848,981)",
Roma,Matías Viña,URU,MF,24.0,"€ 29,615 (£ 25,478, $32,383)","€ 1,540,000 (£ 1,324,878, $1,683,929)",
