player,from_team,to_team,from_league,to_league,season,prev_eff,arrival_eff,cross_league,selling_value_captured
Mikel Merino,Real Sociedad,Arsenal,La Liga,Premier League,2024-2025,0.2801791353616885,-0.2461471197275546,True,0.5263262550892431
Mikkel Kaufmann,Union Berlin,Heidenheim,Bundesliga,Bundesliga,2024-2025,0.0813775854919427,1.0055357178620703,False,-0.9241581323701276
Milan Škriniar,Inter,Paris Saint-Germain,Serie A,Ligue 1,2023-2024,0.3584025342951111,0.6169742882340259,True,-0.2585717539389148
Mitchel Bakker,Leverkusen,Atalanta,Bundesliga,Serie A,2023-2024,0.1115078350700216,1.1626634096708113,True,-1.0511555746007897
Mohamed Ali Cho,Real Sociedad,Nice,La Liga,Ligue 1,2024-2025,-0.3895719941389171,-0.1780101660953033,True,-0.2115618280436138
Mohamed Camara,Roma,Monaco,Serie A,Ligue 1,2023-2024,-0.5480700673654866,0.038584848182376,True,-0.5866549155478625
Mohamed Lamine Bayo,Lille,Le Havre,Ligue 1,Ligue 1,2023-2024,-0.6803169081983125,0.2511010832726086,False,-0.9314179914709211
Mohamed Lamine Bayo,Le Havre,Lille,Ligue 1,Ligue 1,2024-2025,0.2511010832726086,-0.1426339416980031,False,0.39373502497061175
Mohammed Salisu,Southampton,Monaco,Premier League,Ligue 1,2023-2024,0.1408121420046715,0.5025989710606833,True,-0.3617868290560118
Moise Kean,Juventus,Fiorentina,Serie A,Serie A,2024-2025,-0.003214031937551,-0.7262649578111677,False,0.7230509258736167
Moisés Caicedo,Brighton,Chelsea,Premier League,Premier League,2023-2024,1.066095256026074,0.5066694619097714,False,0.5594257941163026
Morgan Guilavogui,Lens,St Pauli,Ligue 1,Bundesliga,2024-2025,-0.1889620154943081,0.5950819700962668,True,-0.784043985590575
Moritz Jenz,Wolfsburg,Mainz 05,Bundesliga,Bundesliga,2024-2025,0.0674538662599246,0.1658260349702747,False,-0.09837216871035011
Morten Thorsby,Union Berlin,Genoa,Bundesliga,Serie A,2023-2024,0.2303635680980349,-0.2038950548110421,True,0.434258622909077
Moussa Diaby,Leverkusen,Aston Villa,Bundesliga,Premier League,2023-2024,-0.3223314700003854,0.3295159242908383,True,-0.6518473942912237
Moussa Diarra,Toulouse,Alavés,Ligue 1,La Liga,2024-2025,-0.8409665203237324,-0.0248019704124509,True,-0.8161645499112815
Moussa Niakhate,Nottingham Forest,Lyon,Premier League,Ligue 1,2024-2025,0.0202504548328175,0.6541840677446373,True,-0.6339336129118198
Munir El Haddadi,Las Palmas,Leganés,La Liga,La Liga,2024-2025,0.6099768070252995,0.9027191226584196,False,-0.29274231563312003
Myron Boadu,Monaco,Bochum,Ligue 1,Bundesliga,2024-2025,0.0869120343462732,1.049852661650398,True,-0.9629406273041248
Nabil Bentaleb,Angers,Lille,Ligue 1,Ligue 1,2023-2024,0.2956878852926046,-0.4269070701781228,False,0.7225949554707274
Naby Keïta,Liverpool,Werder Bremen,Premier League,Bundesliga,2023-2024,0.5823860724633967,1.162800285598843,True,-0.5804142131354464
Nadiem Amiri,Leverkusen,Mainz 05,Bundesliga,Bundesliga,2024-2025,0.1640953932314097,0.1197036030430886,False,0.04439179018832111
Nadir Zortea,Sassuolo,Atalanta,Serie A,Serie A,2022-2023,-0.3491025204259586,-0.8836125439347597,False,0.5345100235088012
Nadir Zortea,Atalanta,Cagliari,Serie A,Serie A,2024-2025,-0.8836125439347597,-0.1751414181973434,False,-0.7084711257374163
Nampalys Mendy,Leicester City,Lens,Premier League,Ligue 1,2024-2025,0.1455147344655323,0.5071481373004758,True,-0.3616334028349435
Natan,Napoli,Real Betis,Serie A,La Liga,2024-2025,0.0359882834810338,0.7124770122978301,True,-0.6764887288167963
Nathan Collins,Wolves,Brentford,Premier League,Premier League,2023-2024,0.5125091925601701,0.3327198784994536,False,0.17978931406071652
Nayef Aguerd,West Ham United,Real Sociedad,Premier League,La Liga,2024-2025,-0.1703988725479686,0.4358687198193678,True,-0.6062675923673364
Nemanja Matić,Roma,Lyon,Serie A,Ligue 1,2024-2025,0.2639326464180112,0.4307334909990317,True,-0.1668008445810205
Nick Woltemade,Werder Bremen,Stuttgart,Bundesliga,Bundesliga,2024-2025,-0.97308448079308,-0.860313178657572,False,-0.11277130213550801
Niclas Füllkrug,Werder Bremen,West Ham United,Bundesliga,Premier League,2024-2025,0.2376596588095427,-0.0425975601804324,True,0.28025721898997513
Nicolas Jackson,Villarreal,Chelsea,La Liga,Premier League,2023-2024,-1.0455147432670877,-0.831235187829801,True,-0.21427955543728672
Nicolás Domínguez,Bologna,Nottingham Forest,Serie A,Premier League,2024-2025,-0.2122472824141663,-0.4759385181184541,True,0.2636912357042878
Nicolás González,Valencia,Fiorentina,La Liga,Serie A,2023-2024,1.7355427940776398,0.2998237892563544,True,1.4357190048212853
Nicolás González,Fiorentina,Juventus,Serie A,Serie A,2024-2025,0.2998237892563544,-0.0790391555013698,False,0.3788629447577242
Nicolò Cambiaghi,Empoli,Bologna,Serie A,Serie A,2024-2025,0.4628091779168315,0.0139139426729055,False,0.448895235243926
Nicolò Zaniolo,Roma,Aston Villa,Serie A,Premier League,2023-2024,0.8278605387137716,-0.1718131390116184,True,0.9996736777253901
Niklas Schmidt,Werder Bremen,Toulouse,Bundesliga,Ligue 1,2023-2024,-1.519954294090267,0.3277268347895692,True,-1.8476811288798363
Nikola Milenković,Fiorentina,Nottingham Forest,Serie A,Premier League,2024-2025,0.918820109626381,0.5537180122510215,True,0.3651020973753596
Noussair Mazraoui,Bayern Munich,Manchester Utd,Bundesliga,Premier League,2024-2025,0.0092673286189768,-0.1649551686565527,True,0.1742224972755295
Nuno Tavares,Marseille,Nottingham Forest,Ligue 1,Premier League,2023-2024,0.0501591868041888,0.1797622069167452,True,-0.1296030201125564
Nuno Tavares,Nottingham Forest,Lazio,Premier League,Serie A,2024-2025,0.1797622069167452,0.631783577028429,True,-0.45202137011168386
Obite N'Dicka,Eintracht Frankfurt,Roma,Bundesliga,Serie A,2023-2024,0.4746420709727896,0.761033133588672,True,-0.2863910626158824
Oier Zarraga,Athletic Club,Udinese,La Liga,Serie A,2023-2024,-1.5296508541890574,-0.2704606336715027,True,-1.2591902205175547
Ola Aina,Torino,Nottingham Forest,Serie A,Premier League,2023-2024,0.4444706953302457,0.0174510728452066,True,0.4270196224850391
Ola Solbakken,Roma,Empoli,Serie A,Serie A,2024-2025,-0.7204263267831124,0.116166747354244,False,-0.8365930741373564
Oliver Christensen,Hertha BSC,Fiorentina,Bundesliga,Serie A,2023-2024,-0.5512784608285486,-0.1303691019524979,True,-0.4209093588760507
Oliver McBurnie,Sheffield United,Las Palmas,Premier League,La Liga,2024-2025,0.0570508091528747,0.1758372816403834,True,-0.1187864724875087
Oliver Skipp,Tottenham Hotspur,Leicester City,Premier League,Premier League,2024-2025,-0.1256473407580749,0.354654585789703,False,-0.4803019265477779
Omar Marmoush,Wolfsburg,Eintracht Frankfurt,Bundesliga,Bundesliga,2023-2024,-2.0425651135465426,-0.2489357231240365,False,-1.793629390422506
Omar Mascarell,Elche,Mallorca,La Liga,La Liga,2023-2024,0.4066847666565838,-0.0826170575587372,False,0.48930182421532104
Oriol Romeu,Barcelona,Girona,La Liga,La Liga,2024-2025,-1.109025808067187,0.9963576090217092,False,-2.1053834170888965
Ousmane Dembélé,Barcelona,Paris Saint-Germain,La Liga,Ligue 1,2023-2024,0.9857743141878784,1.5089723533455288,True,-0.5231980391576504
Pablo Fornals,West Ham United,Real Betis,Premier League,La Liga,2024-2025,0.1222054594750989,0.2353186151209136,True,-0.1131131556458147
Pablo Torre,Barcelona,Girona,La Liga,La Liga,2023-2024,-1.5687499355209926,-0.5802116526431131,False,-0.9885382828778795
Pablo Torre,Girona,Barcelona,La Liga,La Liga,2024-2025,-0.5802116526431131,-3.06009448881766,False,2.479882836174547
Pape Gueye,Marseille,Villarreal,Ligue 1,La Liga,2024-2025,-0.0988015359806233,-0.2307229133510908,True,0.1319213773704675
Pascal Groß,Brighton,Dortmund,Premier League,Bundesliga,2024-2025,-0.384495222454273,-0.2972987177423274,True,-0.08719650471194557
Pasquale Mazzocchi,Salernitana,Napoli,Serie A,Serie A,2024-2025,-1.1537704486868368,-0.5015282200877333,False,-0.6522422285991034
Patrick Osterhage,Bochum,Freiburg,Bundesliga,Bundesliga,2024-2025,0.1706968420288763,0.4989842649754372,False,-0.3282874229465609
Pau Torres,Villarreal,Aston Villa,La Liga,Premier League,2023-2024,0.751017994357845,0.1985251300636452,True,0.5524928642941997
Pedro Neto,Wolves,Chelsea,Premier League,Premier League,2024-2025,0.216633415985612,-0.1146282653565933,False,0.3312616813422053
Pepe Reina,Villarreal,Como,La Liga,Serie A,2024-2025,0.201000542850247,-0.2154409854729539,True,0.4164415283232009
Pere Milla,Elche,Espanyol,La Liga,La Liga,2024-2025,-0.7322750055989502,-0.8684361527648292,False,0.13616114716587902
Pierre Kalulu,Milan,Juventus,Serie A,Serie A,2024-2025,0.2565224957838214,-0.3280503604151974,False,0.5845728561990189
Piotr Zieliński,Napoli,Inter,Serie A,Serie A,2024-2025,0.5547990176424111,0.321708571362965,False,0.23309044627944614
Pol Lirola,Frosinone,Marseille,Serie A,Ligue 1,2024-2025,0.3440510048452587,-0.5379477295246105,True,0.8819987343698692
Pontus Almqvist,Lecce,Parma,Serie A,Serie A,2024-2025,0.4866084410675295,0.4243539145484707,False,0.06225452651905877
Portu,Getafe,Girona,La Liga,La Liga,2024-2025,0.5227803227600649,0.1876288986474126,False,0.3351514241126523
Quentin Merlin,Nantes,Marseille,Ligue 1,Ligue 1,2024-2025,-1.544021464162194,-0.0016417897489429,False,-1.5423796744132512
Rafa Marín,Alavés,Napoli,La Liga,Serie A,2024-2025,-0.6041576249656035,0.4687487656117479,True,-1.0729063905773515
Rafa Mir,Sevilla,Valencia,La Liga,La Liga,2024-2025,-0.4933162593123832,0.0628040654310222,False,-0.5561203247434054
Rafael Borré,Eintracht Frankfurt,Werder Bremen,Bundesliga,Bundesliga,2023-2024,0.6030651870249191,0.7807250387346443,False,-0.1776598517097252
Raheem Sterling,Chelsea,Arsenal,Premier League,Premier League,2024-2025,0.184264484876973,0.0366006461595844,False,0.14766383871738858
Ramy Bensebaini,Gladbach,Dortmund,Bundesliga,Bundesliga,2023-2024,-0.2781161792965765,0.2521810103725954,False,-0.5302971896691719
Raoul Bellanova,Inter,Torino,Serie A,Serie A,2023-2024,-0.061879156820801,0.3792555301020908,False,-0.4411346869228918
Raphaël Guerreiro,Dortmund,Bayern Munich,Bundesliga,Bundesliga,2023-2024,-0.638392800949326,-0.4349940196723558,False,-0.20339878127697025
Rasmus Højlund,Atalanta,Manchester Utd,Serie A,Premier League,2023-2024,-0.476059586108386,-0.1932297349969083,True,-0.28282985111147774
Rasmus Kristensen,Leeds United,Roma,Premier League,Serie A,2023-2024,0.0713994186066191,-0.2795967672930732,True,0.3509961858996923
Rasmus Kristensen,Roma,Eintracht Frankfurt,Serie A,Bundesliga,2024-2025,-0.2135939737051959,0.608814759505016,True,-0.8224087332102119
Raúl Jiménez,Wolves,Fulham,Premier League,Premier League,2023-2024,0.7355458920926736,0.4262792227455989,False,0.30926666934707475
Reinier,Girona,Frosinone,La Liga,Serie A,2023-2024,0.6303676359794252,0.4516303834061066,True,0.17873725257331863
Remo Freuler,Nottingham Forest,Bologna,Premier League,Serie A,2024-2025,-0.5066318604690885,-0.3111366925301517,True,-0.1954951679389368
Renato Sanches,Paris Saint-Germain,Roma,Ligue 1,Serie A,2023-2024,0.2764755776127021,0.6805932138582662,True,-0.4041176362455641
Renato Tapia,Celta Vigo,Leganés,La Liga,La Liga,2024-2025,-1.2128390201554833,0.6679289381945228,False,-1.880767958350006
Ricardo Rodríguez,Torino,Real Betis,Serie A,La Liga,2024-2025,0.0847726191912876,0.2656003142695002,True,-0.1808276950782126
Riccardo Calafiori,Bologna,Arsenal,Serie A,Premier League,2024-2025,0.2232624423639144,0.5969233613575895,True,-0.3736609189936751
Riccardo Marchizza,Sassuolo,Frosinone,Serie A,Serie A,2023-2024,0.5709743198142867,0.5526878382669373,False,0.018286481547349354
Riccardo Saponara,Fiorentina,Hellas Verona,Serie A,Serie A,2023-2024,-0.881565493909763,0.6719954402415667,False,-1.5535609341513297
Ridgeciano Haps,Genoa,Venezia,Serie A,Serie A,2024-2025,0.7161766416386417,1.0370579802971278,False,-0.3208813386584861
Robert Sánchez,Brighton,Chelsea,Premier League,Premier League,2023-2024,0.3602465200340106,0.1163039766967894,False,0.2439425433372212
Roberto Gagliardini,Inter,Monza,Serie A,Serie A,2023-2024,-0.3230235331068147,0.4218440533540679,False,-0.7448675864608826
Roberto Navarro,Real Sociedad,Mallorca,La Liga,La Liga,2024-2025,-0.3591779462714424,0.581458373395833,False,-0.9406363196672753
Robin Gosens,Inter,Union Berlin,Serie A,Bundesliga,2023-2024,0.1200016830618011,0.6123765429264587,True,-0.4923748598646576
